問題発見日,記入者,ユニットコード,図品番,不具合内容,対策内容,発生タイミング,項目,設計回答日,設計回答者,完了予定日,図面修正完了日,対策品集合日,対策完了日,blank,SEで見切るべき,SEで見れない,設計未対応,発生タイミング,項目,サイレン,組付課名,管理番号,製作番号,基盤,設備名,日付差,対策完了日,担当組付課,機種コード,担当設計室
2024/11/28,中村,HWD178,,据付基準の下げ振りを垂らす場所が2か所しかない,Rr機から対応させてください。場所を追加します,据付,設備品質,2024/11/28,山口,,2024/11/28,,2024/11/28,,,,,据付,設備品質,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),209,2025/9/24,QEF11,AZ1021,0:00:00
2024/11/28,中村,HWD178,,ベースの削り出し部の角が危険→面取りやRの処理を入れてほしいです,Rr機から対応させてください。面取り入れます,据付,安全性,2024/11/28,山口,,2024/11/28,,2024/11/28,,,,,据付,安全性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),209,2025/9/24,QEF11,AZ1021,0:00:00
2024/11/28,中村,補機,鋼管番号２１２,"鋼管番号２１２につくKTA10-000Eだけコンパクト型でない
→統一したい",次設備より対応とさせてください。,総組付,保全性,2024/11/28,三村,,2024/11/28,,2024/11/28,,,,,総組付,保全性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),209,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/2,中村,補機,配管番号404,配管番号404の長さがおかしい（１５㎜）,仕上げでカットする,総組付,ポカミス,2024/12/2,三村,,2024/12/2,,2024/12/2,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),207,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/2,中村,ACF181,,"サーボシリンダのASSYを組付け時に給油の継手を破損
→壁がかなり近いため保全時にも破損の恐れあり","継手手配
保全時には前側継手を取外しておくよう
要領書に記載する",総組付,作業性,2024/12/2,鈴木正,,2024/12/2,,2024/12/2,,,,,総組付,作業性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),207,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/2,中村,補機,962-003k,962-003k取付ボルトとナットの配置がおかしい,モデル修正しました。,総組付,ポカミス,2024/12/2,三村,,2024/12/2,,2024/12/2,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),207,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/2,中村,補機,962-403,962-403、ナット溶接であるべき箇所が指示漏れ,工材品のナットを使用,総組付,ポカミス,2024/12/2,三村,,2024/12/2,,2024/12/2,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),207,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/2,中村,HWD178,,ジャッキボルトのタップ穴が図面指示はM24だが現物はM20,ベースを追加工しM24 に変更,総組付,"加工ミス
（内製）",2024/12/2,山口,,2024/12/2,,2024/12/2,,,,,総組付,"加工ミス
（内製）",,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),207,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/2,中村,HWD178,178-007k,178-007k取付面に削りがない。塗装もされている,治具を使用せずにスケールで対応,総組付,設備品質,2024/12/2,清水,,2024/12/2,,2024/12/2,,,,,総組付,設備品質,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),207,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/3,中村,補機,,ラックの繋ぎ目はラック端のカバー不要,削除しておきます,総組付,ポカミス,2024/12/3,三村,,2024/12/3,,2024/12/3,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),206,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/3,中村,補機,,ネトロン網の追加工部分が記されていない,追加工部分は図面記載していません。現合加工,総組付,ポカミス,2024/12/3,三村,,2024/12/3,,2024/12/3,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),206,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/3,中村,補機,,制御盤に入る配線の経路無し,"ケイグラウンドのように決まった入線位置が
ないので現合としてます",総組付,懸念事項,2024/12/3,三村,,2024/12/3,,2024/12/3,,,,,総組付,懸念事項,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),206,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/3,中村,補機,,QRMF2がラックと干渉している,"制御盤上のラックをRr設備側に干渉しない
位置まで移動",総組付,ポカミス,2024/12/3,三村,,2024/12/3,,2024/12/3,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),206,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/3,中村,補機,,QRMF2を必要個数2に対して５発注している,モデル階層ミスです。修正します。,総組付,コスト,2024/12/3,三村,,2024/12/3,,2024/12/3,,,,,総組付,コスト,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),206,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/3,中村,GXZ117,,コスメックのLC0903-C-Dが2個手配漏れ,追加手配,,ポカミス,2024/12/3,阿部,,2024/12/3,,2024/12/3,,,,,,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),206,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/4,中村,補機,,"マニホールドに取り付く埋栓が二重手配になっている
（マニホールド側に取り付いた状態で納品されるため）",3D配線側のモデル削除します,総組付,ポカミス,2024/12/4,三村,,2024/12/4,,2024/12/4,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),205,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/5,中村,補機,946-004,946-004（油圧ポンプ側）の取付位置が悪く、継手と干渉,"同じ部品の反対側の取り付け高さと揃えて
干渉回避　上段のBKT廃止→中央1本に変更",総組付,ポカミス,2024/12/5,三村,,2024/12/5,,2024/12/5,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),204,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/5,中村,補機,,エアー抜きホース先の継手未手配,"追加手配,12/20納入予定",総組付,保全性,2024/12/5,三村,,2024/12/5,,2024/12/5,,,,,総組付,保全性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),204,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/5,中村,補機,,鋼管の防錆処理の必要有無確認,阿部さんが確認中→必要なし,総組付,懸念事項,2024/12/5,三村,,2024/12/5,,2024/12/5,,,,,総組付,懸念事項,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),204,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/6,中村,GXZ116,,クランプのシリンダが図面よりながい(7.5mm),"部品は正しく、購入品モデルの修正でミスった。
8㎜スペーサ追加、クランプ先端部品8㎜板厚UP
設変、ワーク検知センサブラケット設変、クランプの土台設変追加工",総組付,ポカミス,2024/12/6,阿部,,2024/12/6,,2024/12/6,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),203,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/6,中村,GXZ116,,基準座の取付穴M10がφ１０,"ヘリサートで対応
図面も改善する
（※出図図面は正しく、加工依頼ミス）",総組付,ポカミス,2024/12/6,阿部,,2024/12/6,,2024/12/6,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),203,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,GXZ117,,"LMへの肩当のためのせりぼるとがM５では
弱すぎて動かない",せりぼるとサイズアップします,総組付,作業性,2024/12/9,清水,,2024/12/9,2025/12/23,2024/12/9,,,,,総組付,作業性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,GXZ117,,ボールねじナットへホイストで載せる際に位置決めがきついのでホイスト作業がかなり厳しい,"Ｒｒ矯正機設計に配慮するようにします
（肩当てしない方向には大きく動けるように）",総組付,作業性,2024/12/9,清水,,2024/12/9,,2024/12/9,,,,,総組付,作業性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,GXZ117,,LMへの固定ボルト一か所トルクレンチでの締付不可,"Ｒｒ矯正機設計に配慮するようにします
（ボルト上面から110mmスペース確保）",総組付,設備品質,2024/12/9,清水,,2024/12/9,,2024/12/9,,,,,総組付,設備品質,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,GXZ116,,"吊りボルト穴の埋栓が継手と干渉して取付不可
（スライドユニット側のクランプユニット）","配管前の組付けなので組めれたが、配管
外さないとつれない。
号口は吊り穴位置変更します",総組付,ポカミス,2024/12/9,阿部,,2024/12/9,,2024/12/9,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,VGU104,,カバーのベースに乗る面の角部分はみ出し,"はみ出し部にフレームキャップを付けるように
します。
Ｒｒ機から対応させてください。",総組付,安全性,2024/12/9,花城,,2024/12/9,,2024/12/9,,,,,総組付,安全性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,VGU104,,"両側面の電磁ロック金具でポリカカバーの
取付ボルトがアクセス不可",アクセスできるようRr機から対応します。,総組付,保全性,2024/12/9,花城,,2024/12/9,,2024/12/9,,,,,総組付,保全性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,補機,,ラック、荷重を預けてから取付できるようにしたい,搬出時までに対応,総組付,作業性,2024/12/9,三村,,2025/2/5,,2024/2/10,,,,,総組付,作業性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,GXZ116,,"FT11の取付穴が2か所ない（スライドユニット側のクランプユニットへ入る配線の固定部）
（基準ピンのサブプレート上）",三村さんと確認します。阿部,総組付,ポカミス,,阿部,,2024/12/9,,2024/12/9,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,補機,,SHNTP8-4が干渉して取り付かない,設計、手配ミスです。6シリーズナットに変更します,総組付,ポカミス,2024/12/9,三村,,2024/12/9,,2024/12/9,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,補機,,"油圧ACポンプへ入るホースが重く、鋼管で
荷重を受けてしまっている","サポートブラケット追加します。可能であれば
油注入前に組付けたいです。不可能で
あれば搬出タイミングで組付けたい。",総組付,設備品質,2024/12/9,三村,,2024/12/9,,2024/12/9,,,,,総組付,設備品質,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,補機,９６２－２０２ｋ,"ベルトカバーの固定ボルトへのアクセスが
しにくくなっている（９６２－２０２ｋ）",Rr機から反映します。,総組付,保全性,2025/2/18,阿部,,,,2025/2/24,,,,,総組付,保全性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,GXZ117,,ベルトカバーが取り出せない,カバーを切り欠いて、外せるようにします,総組付,設備品質,2024/12/9,堀越,,2024/12/9,,2024/12/9,,,,,総組付,設備品質,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,その他,,制御盤上部に補強の吊り金具が必要ではないか,Rrで対応,総組付,安全性,,川添,,,,2025/2/7,,,,,総組付,安全性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,その他,,制御盤内の下部に通し穴があり埋栓がない,図面修正（ボルトナットで埋める）,総組付,安全性,,川添,,2025/2/7,,2025/2/7,,,,,総組付,安全性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,補機,,鋼管のサポートが取り付くBKTは長穴で調整できると望ましい,"不要なサポートBKTは廃止してピッチを
広くして対応します・",総組付,作業性,2024/12/9,三村,,2024/12/9,,2024/12/9,,,,,総組付,作業性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/9,中村,補機,,"鋼管のサポート配置数の最適化をしたい
（曲げ部の側で両側にサポートあったりすると厳しい）","現合で調整、変更します。
時期設備より今回のサポートピッチを見極め反映します",総組付,作業性,2024/12/9,三村,,2024/12/9,,2024/12/9,,,,,総組付,作業性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),202,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/11,中村,補機,,"962-004kに取り付く嵩上げようのワッシャーが
手配されていない？","手配落ちです。WS-O1-8とTA-BA-6x12に
変更します。",総組付,ポカミス,2024/12/11,三村,,2024/12/11,,2024/12/11,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),200,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/11,中村,GXZ116,,近接センサーBKTへFT4の取付穴が無い,"仕上げで穴あけ対応いただいた。
図面を修正します。",総組付,ポカミス,2024/12/11,阿部,,2024/12/11,,2024/12/11,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),200,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/11,中村,GXZ117,005と020,"005と020が図面は白塗装指示なのに
黄色塗装されている",加工課にて対応を依頼中,総組付,"加工ミス
（内製）",2024/12/11,ー,,2024/12/11,,2024/12/11,,,,,総組付,"加工ミス
（内製）",,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),200,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/11,中村,VGU104,ZXC965-012k,ZXC965-012kの取付ボルトが手配されていない？,"手配されている（補器区分）
⇒　モデルがダブったので、どちらを削除します",総組付,ポカミス,2024/12/11,花城,2024/1/10,2024/12/11,,2024/12/11,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),-230,2024/1/10,QEF11,AZ1021,0:00:00
2024/12/11,中村,GXZ117,,"006の位置決めピン穴が壁と近いためガイドピンが
入らない",Ｒｒ矯正機設計に配慮するようにします,総組付,作業性,2024/12/11,清水,,2024/12/11,,2024/12/11,,,,,総組付,作業性,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),200,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/11,中村,補機,,ラックへのアース線固定が11か所あるが全て追加工が必要なのか,"既存の穴を使うので追加工不要です
配線モデルがずれているので配線ずれ
修正します",総組付,ポカミス,2024/12/11,三村,,2024/12/11,,2024/12/11,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),200,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/12,磯谷,補機,,"油圧ポンプ側のホース継手を選定ミスしています。
すみません。納期確認次第連絡します。",継手再手配,総組付,ポカミス,2024/12/12,三村,,2024/12/12,,2024/12/12,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),199,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/12,中村,VGU104,,シャッターの摺動が重い,Rr矯正機から摺動抵抗が軽くなるような構造に変更します,総組付,設備品質,2024/12/12,花城,,2025/2/17,2025/2/21,2025/2/26,,,,,総組付,設備品質,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),199,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/12,中村,VGU104,,"シャッターの左側固定部分の下部に５０ｍｍちかい
クリアランスがある",隙間を埋めるカバーを追加します,総組付,ポカミス,2024/12/12,山口,2025/1/17,2025/1/10,2025/2/24,2025/2/26,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),21,2025/1/17,QEF11,AZ1021,0:00:00
2024/12/12,中村,VGU104,,シャッターの電磁ロック取付向きが９０度違う,図面修正します,総組付,ポカミス,2024/12/12,花城,,2024/12/12,,2024/12/12,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),199,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/12,中村,補機,,継手のねじ込み量が図面と差がでるため962-206のナットの位置が合わない,溶接ナットを取り外して長穴に追加工実施,総組付,ポカミス,,三村,,2024/12/12,,2024/12/12,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),199,2025/9/24,QEF11,AZ1021,0:00:00
2024/12/12,中村,VGU104,,"起動前警報の取付BKTの通し穴がφ５．５に
なっている（ボルトはM6）",図面修正します,総組付,ポカミス,2024/12/12,花城,,2024/12/12,,2024/12/12,,,,,総組付,ポカミス,,第2組付課,5UQ0626,21402,KZEV4599,ギガキャスト矯正機(Fr),199,2025/9/24,QEF11,AZ1021,0:00:00
